Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,"NSLP Provision Status","Charter School",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,"CALPADS Unduplicated Pupil Count (UPC)","CALPADS Fall 1 Certification Status (Y/N)",
2017-2018,27,66035,0000000,Monterey,Greenfield Union Elementary,District Office,Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,K,8,5,3,0,0,0,1,3,3,5,Y,
2017-2018,27,66092,0000001,Monterey,Monterey Peninsula Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,0,0,0,1,1,0,1,Y,
2017-2018,27,66092,6026256,Monterey,Monterey Peninsula Unified,J. C. Crumpton Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,398,288,4,50,0,191,288,83,303,Y,
2017-2018,27,66142,6026553,Monterey,Salinas City Elementary,Loma Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,556,485,2,133,35,304,487,390,524,Y,
2017-2018,27,66142,6026595,Monterey,Salinas City Elementary,Natividad Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,659,571,1,174,46,417,581,453,621,Y,
2017-2018,27,66159,6110753,Monterey,Salinas Union High,Harden Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,"1,279",865,2,22,42,544,959,371,"1,030",Y,
2017-2018,27,66233,6026702,Monterey,Washington Union Elementary,San Benancio Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,300,13,0,0,0,20,23,1,24,Y,
2017-2018,29,66357,2930089,Nevada,Nevada Joint Union High,NU Tech High,High School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,45,20,0,4,0,16,23,0,23,Y,
2017-2018,29,66415,6089403,Nevada,Twin Ridges Elementary,Grizzly Hill,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,88,79,2,8,0,41,81,4,81,Y,
2017-2018,30,10306,0133785,Orange,Orange County Department of Education,Oxford Preparatory Academy - Saddleback Valley,County Office of Education (COE),Elementary Schools (Public),Traditional,,Yes,1784,Directly funded,Y,K,8,590,75,2,0,0,55,83,13,87,Y,
2017-2018,30,66423,6027270,Orange,Anaheim Elementary,Ross (Betsy) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,869,750,3,71,1,458,772,503,817,Y,
2017-2018,30,66423,6027395,Orange,Anaheim Elementary,Revere (Paul) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,838,734,0,90,0,450,753,557,801,Y,
2017-2018,30,66423,6027429,Orange,Anaheim Elementary,Edison (Thomas) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,880,810,2,40,1,521,819,599,849,Y,
2017-2018,30,66431,3033057,Orange,Anaheim Union High,Katella High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"2,749","2,142",12,307,3,"1,288","2,253",587,"2,319",Y,
2017-2018,30,66431,3036712,Orange,Anaheim Union High,Savanna High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,951","1,476",5,324,2,903,"1,592",437,"1,647",Y,
2017-2018,30,66464,0106765,Orange,Capistrano Unified,Capistrano Connections Academy,Unified School District,K-12 Schools (Public),Traditional,,Yes,0664,Directly funded,Y,K,12,"3,616","1,600",3,19,0,"1,237","1,621",114,"1,661",Y,
2017-2018,30,66464,0115501,Orange,Capistrano Unified,Carl Hankey Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,234,84,2,13,0,51,84,25,89,Y,
2017-2018,30,66464,6106801,Orange,Capistrano Unified,Marian Bergeson Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,676,125,0,15,0,94,127,78,172,Y,
2017-2018,30,66464,6108740,Orange,Capistrano Unified,George White Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,600,134,0,27,0,93,138,81,157,Y,
2017-2018,30,66464,6111793,Orange,Capistrano Unified,Bathgate Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,660,116,0,21,0,86,117,74,155,Y,
2017-2018,30,66464,6111835,Orange,Capistrano Unified,Wood Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,512,188,2,36,0,127,189,99,229,Y,
2017-2018,30,66464,6114524,Orange,Capistrano Unified,Wagon Wheel Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,426,29,0,7,0,26,29,15,39,Y,
2017-2018,30,66472,6027676,Orange,Centralia Elementary,Centralia Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,526,417,3,60,1,287,453,260,474,Y,
2017-2018,30,66498,6071096,Orange,Fountain Valley Elementary,Talbert (Samuel E.) Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,728,113,0,4,0,105,147,33,164,Y,
2017-2018,30,66522,0000001,Orange,Garden Grove Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,32,7,1,0,0,8,12,9,16,Y,
2017-2018,30,66522,3035581,Orange,Garden Grove Unified,Pacifica High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,660",611,4,18,0,372,639,125,663,Y,
2017-2018,30,66522,6028252,Orange,Garden Grove Unified,Brookhurst Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,464,359,0,7,0,269,372,215,391,Y,
2017-2018,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,549,413,0,6,0,262,430,267,476,Y,
2017-2018,30,66522,6028542,Orange,Garden Grove Unified,Leo Carrillo Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,593,495,0,16,4,383,513,383,552,Y,
2017-2018,30,66522,6028674,Orange,Garden Grove Unified,Newhope Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,402,335,4,11,0,225,350,234,364,Y,
2017-2018,30,66530,6028849,Orange,Huntington Beach City Elementary,Ethel Dwyer Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,"1,354",336,1,4,0,262,337,94,370,Y,
2017-2018,30,66548,3030145,Orange,Huntington Beach Union High,Ocean View High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,378",801,7,44,0,592,806,299,855,Y,
2017-2018,30,66563,6028971,Orange,La Habra City Elementary,Las Lomas Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,2,357,283,2,5,0,199,293,161,306,Y,
2017-2018,30,66597,6029433,Orange,Newport-Mesa Unified,Newport Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,P,6,468,62,0,0,0,56,66,13,73,Y,
2017-2018,30,66621,3035748,Orange,Orange Unified,Richland Continuation High,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,11,12,218,149,5,4,0,111,156,68,170,Y,
2017-2018,30,66621,6029821,Orange,Orange Unified,Jordan Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,422,348,4,3,0,247,374,268,393,Y,
2017-2018,30,66647,0119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,795",232,0,33,0,155,234,88,290,Y,
2017-2018,30,66647,6030076,Orange,Placentia-Yorba Linda Unified,Rio Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,873,753,11,180,2,477,758,454,790,Y,
2017-2018,30,66647,6095160,Orange,Placentia-Yorba Linda Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,455,64,1,5,0,49,66,27,82,Y,
2017-2018,30,66647,6097018,Orange,Placentia-Yorba Linda Unified,John O. Tynes Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,848,581,3,117,0,383,585,347,612,Y,
2017-2018,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,330,270,2,6,0,205,276,183,297,Y,
2017-2018,30,66670,6030407,Orange,Santa Ana Unified,Santiago Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,"1,178",754,8,58,1,462,770,369,834,Y,
2017-2018,30,66670,6071195,Orange,Santa Ana Unified,Taft Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,581,433,4,58,5,289,451,242,488,Y,
2017-2018,30,66670,6102826,Orange,Santa Ana Unified,Douglas MacArthur Fundamental Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,"1,210",761,0,58,0,443,764,72,777,Y,
2017-2018,30,66670,6108484,Orange,Santa Ana Unified,Garfield Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,770,674,6,42,4,497,684,529,735,Y,
2017-2018,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,"1,396","1,211",3,158,21,923,"1,221",394,"1,250",Y,
2017-2018,30,66746,6030852,Orange,Westminster,Willmore Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,352,306,2,50,0,205,309,211,319,Y,
2017-2018,36,67959,3633351,San Bernardino,Yucaipa-Calimesa Joint Unified,Green Valley High,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,106,71,0,4,0,57,74,3,74,Y,
2017-2018,36,73957,0110718,San Bernardino,Snowline Joint Unified,Vista Verde Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,712,565,23,4,0,416,608,120,626,Y,
2017-2018,36,75044,0107516,San Bernardino,Hesperia Unified,Summit Leadership Academy-High Desert,Unified School District,High Schools (Public),Traditional,,Yes,0671,Directly funded,Y,7,12,446,350,13,0,0,232,388,75,398,Y,
2017-2018,36,75044,0115444,San Bernardino,Hesperia Unified,Canyon Ridge High,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,198,162,2,4,0,105,165,51,169,Y,
2017-2018,36,75044,6114680,San Bernardino,Hesperia Unified,Mesquite Trails Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,931,596,15,65,0,370,615,110,627,Y,
2017-2018,36,75051,3630563,San Bernardino,Lucerne Valley Unified,Lucerne Valley High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,,,N,9,12,197,127,2,16,0,104,156,25,162,Y,
2017-2018,36,75051,6035976,San Bernardino,Lucerne Valley Unified,Lucerne Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,394,271,5,22,0,268,342,60,346,Y,
2017-2018,36,75077,3630894,San Bernardino,Apple Valley Unified,Granite Hills High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,453",926,24,33,0,712,"1,019",131,"1,049",Y,
2017-2018,36,75077,3631207,San Bernardino,Apple Valley Unified,Academy for Academic Excellence,Unified School District,K-12 Schools (Public),Traditional,,Yes,0127,Directly funded,Y,K,12,"1,435",512,1,14,0,364,531,29,538,Y,
2017-2018,37,10371,0120493,San Diego,San Diego County Office of Education,Monarch,County Office of Education (COE),County Community,County Community School,,No ,,,N,K,12,273,273,7,273,7,209,273,84,273,Y,
2017-2018,37,10371,6069355,San Diego,San Diego County Office of Education,San Diego County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,No ,,,N,K,12,40,4,0,1,0,4,5,14,17,Y,
2017-2018,37,67991,0000001,San Diego,Cajon Valley Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,17,0,0,0,0,0,0,2,2,Y,
2017-2018,37,67991,0111005,San Diego,Cajon Valley Union,Los Coches Creek Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,656,242,2,6,0,139,257,45,267,Y,
2017-2018,37,67991,6037725,San Diego,Cajon Valley Union,Naranca Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,823,725,4,0,0,531,729,518,761,Y,
2017-2018,37,68023,0105957,San Diego,Chula Vista Elementary,Liberty Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,729,138,0,1,0,59,139,114,220,Y,
2017-2018,37,68023,6037832,San Diego,Chula Vista Elementary,Allen (Ella B.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,368,133,0,1,0,76,135,80,168,Y,
2017-2018,37,68023,6037857,San Diego,Chula Vista Elementary,Rogers (Greg) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,443,272,1,0,0,116,272,119,298,Y,
2017-2018,37,68023,6037972,San Diego,Chula Vista Elementary,Palomar Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,365,276,5,0,0,113,277,126,295,Y,
2017-2018,37,68023,6116396,San Diego,Chula Vista Elementary,Marshall (Thurgood) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,657,133,4,0,0,73,133,111,204,Y,
2017-2018,37,68049,0127118,San Diego,Dehesa Elementary,The Heights Charter,Elementary School District,Elementary Schools (Public),Traditional,,Yes,1488,Directly funded,Y,K,8,243,28,0,0,0,17,36,2,38,Y,
2017-2018,37,68056,6038111,San Diego,Del Mar Union Elementary,Del Mar Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,504,25,0,1,0,17,30,25,51,Y,
2017-2018,37,68056,6117923,San Diego,Del Mar Union Elementary,Sage Canyon,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,728,28,0,1,0,19,31,91,114,Y,
2017-2018,37,68098,6038210,San Diego,Escondido Union,Mission Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,"1,005",938,3,49,8,498,942,457,966,Y,
2017-2018,37,68106,3732054,San Diego,Escondido Union High,Valley High (Continuation),High School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,229,194,2,13,0,122,199,73,206,Y,
2017-2018,37,68114,0000001,San Diego,Fallbrook Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,0,0,0,0,0,0,0,Y,
2017-2018,37,68130,3732336,San Diego,Grossmont Union High,Granite Hills High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"2,290",934,3,39,0,632,"1,067",105,"1,090",Y,
2017-2018,37,68155,6112205,San Diego,Jamul-Dulzura Union Elementary,Jamul Intermediate,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,4,5,110,64,0,0,0,38,68,25,70,Y,
2017-2018,37,68197,6038574,San Diego,La Mesa-Spring Valley,Rolando Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,538,282,1,34,0,195,292,73,308,Y,
2017-2018,37,68213,0123224,San Diego,Mountain Empire Unified,San Diego Virtual,Unified School District,K-12 Schools (Public),Traditional,,Yes,1264,Directly funded,Y,K,12,458,250,2,42,1,186,302,52,311,Y,
2017-2018,37,68338,0118851,San Diego,San Diego Unified,King-Chavez Community High,Unified School District,High Schools (Public),Traditional,CEP,Yes,1015,Directly funded,Y,9,12,507,482,0,1,0,245,486,175,497,Y,
2017-2018,37,68338,0126151,San Diego,San Diego Unified,Epiphany Prep Charter,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,1426,Directly funded,Y,K,8,285,146,3,4,0,125,241,139,260,Y,
2017-2018,37,68338,3733508,San Diego,San Diego Unified,La Jolla High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,505",414,0,6,0,225,414,57,434,Y,
2017-2018,37,68338,6039242,San Diego,San Diego Unified,Bird Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,451,34,0,1,0,22,34,37,66,Y,
2017-2018,37,68338,6039440,San Diego,San Diego Unified,Curie Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,593,77,1,1,0,39,78,68,126,Y,
2017-2018,37,68338,6039556,San Diego,San Diego Unified,Field Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,294,238,0,23,0,123,238,157,251,Y,
2017-2018,37,68338,6039788,San Diego,San Diego Unified,Johnson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,326,292,7,31,0,175,293,98,297,Y,
2017-2018,37,68338,6039911,San Diego,San Diego Unified,Longfellow K-8,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,744,295,1,9,0,153,295,5,298,Y,
2017-2018,37,68338,6040091,San Diego,San Diego Unified,Rolando Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,205,179,1,17,0,99,179,54,184,Y,
2017-2018,36,67587,6120604,San Bernardino,Adelanto Elementary,Morgan Kincaid Preparatory,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,802,514,35,2,0,435,526,106,560,Y,
2017-2018,36,67595,6094940,San Bernardino,Alta Loma Elementary,Jasper Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,496,173,0,22,0,102,176,16,183,Y,
2017-2018,36,67595,6098503,San Bernardino,Alta Loma Elementary,Floyd M. Stork Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,730,180,0,34,0,115,186,25,194,Y,
2017-2018,36,67652,3630225,San Bernardino,Chaffey Joint Union High,Alta Loma High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"2,490","1,347",15,74,0,676,"1,350",74,"1,360",Y,
2017-2018,36,67678,6035588,San Bernardino,Chino Valley Unified,Walnut Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,710,580,2,158,0,403,607,245,618,Y,
2017-2018,36,67686,0000001,San Bernardino,Colton Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,14,3,0,0,0,4,5,1,6,Y,
2017-2018,36,67686,6035687,San Bernardino,Colton Joint Unified,Ruth Grimes Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,628,547,4,96,0,334,548,240,566,Y,
2017-2018,36,67686,6035703,San Bernardino,Colton Joint Unified,Terrace Hills Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,985,722,7,83,0,400,728,102,730,Y,
2017-2018,36,67702,6108005,San Bernardino,Etiwanda Elementary,West Heritage Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,681,401,6,196,0,214,412,111,451,Y,
2017-2018,36,67702,6112114,San Bernardino,Etiwanda Elementary,Carleton P. Lightfoot Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,566,217,1,114,0,118,225,60,249,Y,
2017-2018,36,67710,0102517,San Bernardino,Fontana Unified,Dorothy Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,673,451,9,11,0,222,452,129,475,Y,
2017-2018,36,67710,6059406,San Bernardino,Fontana Unified,Fontana Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,,,N,6,8,"1,229","1,136",11,3,0,637,"1,142",353,"1,172",Y,
2017-2018,36,67710,6114052,San Bernardino,Fontana Unified,Date Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,693,635,3,13,0,431,638,373,666,Y,
2017-2018,33,67090,3330412,Riverside,Jurupa Unified,Jurupa Valley High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,695","1,232",6,6,0,693,"1,237",399,"1,318",Y,
